Enzyme_id	Sample_s9c	Sample_s9B	Sample_s8c	Sample_s8B	Sample_s7c	Sample_s7B	Sample_s76c	Sample_s76B	Sample_s75c	Sample_s75B	Sample_s74c	Sample_s74B	Sample_s73c	Sample_s73B	Sample_s72c	Sample_s72B	Sample_s71C	Sample_s71B	Sample_s6c	Sample_s6B	Sample_s66c	Sample_s66B	Sample_s65c	Sample_s65B	Sample_s64c	Sample_s64B	Sample_s62c	Sample_s62B	Sample_s61c	Sample_s61B	Sample_s60c	Sample_s60B	Sample_s58c	Sample_s58B	Sample_s57c	Sample_s57B	Sample_s56c	Sample_s56B	Sample_s55c	Sample_s55B	Sample_s54c	Sample_s54B	Sample_s53c	Sample_s53B	Sample_s52c	Sample_s52B	Sample_s51c	Sample_s51B	Sample_s50c	Sample_s50B	Sample_s4c	Sample_s4B	Sample_s49c	Sample_s49B	Sample_s48c	Sample_s48B	Sample_s46c	Sample_s46B	Sample_s45c	Sample_s45B	Sample_s42c	Sample_s42B	Sample_s39c	Sample_s39B	Sample_s38c	Sample_s38B	Sample_s37c	Sample_s37B	Sample_s36c	Sample_s36B	Sample_s35c	Sample_s35B	Sample_s34c	Sample_s34B	Sample_s33c	Sample_s33B	Sample_s32c	Sample_s32B	Sample_s31c	Sample_s31B	Sample_s30c	Sample_s30B	Sample_s2c	Sample_s2B	Sample_s29c	Sample_s29B	Sample_s28c	Sample_s28B	Sample_s24c	Sample_s24B	Sample_s22c	Sample_s22B	Sample_s21c	Sample_s21B	Sample_s19c	Sample_s19B	Sample_s18c	Sample_s18B	Sample_s16c	Sample_s16B	Sample_s15c	Sample_s15B	Sample_s14c	Sample_s14B	Sample_s13c	Sample_s13B	Sample_s11c	Sample_s11B	Sample_s10c	Sample_s10B
GH13_28	0.000868771	0.000978421	0.000636502	0.001108808	0.001741555	0.003819173	0.002386634	0.002038164	0.001597454	0.001960192	0.00124416	0.001013352	0.00123647	0.001942792	0.000648	0.001626012	0.001310189	0.000528773	0.001322419	0.001032117	0.002977125	0.003057529	0.001577914	0.003378242	0.000618042	0.001187393	0.001950954	0.001753335	0.000764612	0.000964064	0.001674011	0.001282035	0.001345062	0.002787943	0.001476824	0.002041819	0.002193082	0.001752276	0.001313463	0.001528295	0.001021958	0.002772468	0.001399768	0.001238693	0.000879424	0.001433808	0.000782813	0.00256209	0.001195083	0.001861985	0.001388369	0.002532477	0.001465184	0.00280406	0.000922863	0.001862254	0.000496851	0.001881985	0.000389336	0.002186345	0.000139404	0.001639998	0.00049082	0.001273259	0.00082725	0.002059248	0.000314632	0.001176384	7.49E-05	0.002170578	0	0.001498594	0.000275398	0.001783124	0.000827624	0.000679627	0.000413313	0.001865863	0.000674177	0.001936334	0.000995987	0.001535226	0.00187746	0.002504813	0.000674713	0.001070207	0.000298852	0.002492545	0.001502489	0.002222286	0.001811507	0.001720074	0.002161784	0.001629027	0.001692959	0.001246374	0.002366852	0.001414727	0.001742418	0.001817874	0.001118735	0.001200937	0.0011549	0.0036677	0.000870847	0.002191128	0.001341841	0.002374188	0.000894517	0.000812311
GH13_29	0.000491591	0.000286324	0.000924001	0.000740923	0.001243087	0.000888942	0.000143058	0.000462231	0.000158782	0.000469408	0.001001385	0.000802677	8.47E-05	0.001108652	0.000503831	0.001107836	0.000674758	0.000374688	0.00051059	0.00198476	0.000159838	0.001155893	0.000395416	0.001036664	0.000672955	0.000681084	0.000210134	0.000810959	0.000369612	0.000873823	0.000515642	0.000617488	0.000475931	0.000270611	0.000648354	0.000739245	0.000819651	0.00158578	0.000435065	0.000646569	0.000569369	0.000738333	0.000363409	0.00130409	0.000612942	0.001021655	0.001759899	0.000951635	0.000359587	0.000589977	0.000341366	0.000409655	0.001063317	0.001969276	0.000630345	0.000268462	0.000593771	0.001119257	0.000916904	0.00072384	0.001082956	0.000894226	0.000283947	0.000944782	0.000388862	0.000861611	0.000881863	0.00104946	0.000439226	0.001103904	0.000835549	0.000402124	0.000868089	0.001384076	0.000530737	0.000648131	0.000553837	0.000550423	0.000629398	0.001229377	0.000317391	0.000716383	0.000760302	0.001006687	0.000601956	0.00181819	0.000563607	0.004446621	0.000337998	0.000544647	0.000639797	0.000857128	0.000416153	0.001221394	0.000381607	0.001473486	0.000222763	0.000558036	0.000665199	0.000735657	0.000495654	0.001097735	0.000540547	0.000977053	0.000951975	0.000365585	0.000773983	0.000823393	0.000394693	0.001496992
GH13_30	0	0	0	0	0	0	0	0	0	1.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-05	0	0	1.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02E-05	2.61E-05	0	0	0	0	0	0	0	0	0.000214686	0.000148394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000610498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_3	0.002751697	0.000256773	0.000554892	8.85E-05	0.00050001	0.000783693	0.002548155	0.001363915	0.000616808	0.000679086	0.001749431	0.000313657	0.001177419	0.000721607	0.001068627	0.000598659	0.000232355	0.001812267	0.002101839	0.000428958	0.001402938	0.000387739	0.001063795	0.000430472	3.60E-05	0.000797668	0.001167712	0.000340546	0.000380904	0.000785564	0.0003114	0.00020596	0.000312824	0.001041281	0.000211001	0.000150748	0.000231822	0.000144791	0.000319476	0.000227517	0.000389242	0.003338504	0.000111271	0.000328517	5.21E-05	0.000260461	0.000675938	0.000203836	3.96E-05	0.00010705	0.000332248	9.18E-05	8.71E-05	1.88E-05	1.02E-05	0.000711202	4.33E-05	0.000756185	0	0.000596281	0	0.000178006	0	0.000241303	0.000214686	0.000305537	0	0.000626281	0	0.000266444	0	0.000480609	4.30E-05	0.000514706	0	0.00014542	0	0.000312249	0	0.000118687	0	0.000557477	0.000437848	0.00072125	0	0.000320159	0	0.000610498	0.001521024	0.001110775	0.000862324	0.000127846	0.002195724	0.000189125	0.001631238	0.000639912	0.000353172	0.000945121	8.90E-05	0.000140414	0.002032679	0.000161434	0.000330422	7.85E-05	0.000331298	0.000199787	0.001606768	7.11E-05	0.002202899	0.000173765
GH133	0.004304917	0.004604735	0.004350983	0.004578746	0.005180945	0.005623055	0.004194686	0.004325541	0.004551465	0.004909316	0.004979345	0.006609911	0.005572405	0.005348105	0.004840815	0.006764659	0.004973111	0.005062848	0.004144988	0.003636483	0.005586477	0.005174252	0.003399704	0.004160454	0.004436253	0.0065242	0.005800685	0.005747258	0.003448842	0.004862617	0.005472689	0.004712016	0.004750154	0.005967043	0.003961221	0.004744087	0.005188061	0.004509258	0.005868716	0.004732033	0.005223321	0.00526023	0.005547613	0.00418677	0.004734342	0.004974692	0.004259273	0.006495715	0.004871704	0.004429963	0.004456347	0.004226921	0.004536384	0.005449648	0.005935279	0.006303836	0.004962207	0.004900099	0.00462517	0.005729701	0.003481994	0.005833706	0.00548932	0.003532978	0.004573863	0.00447893	0.003542467	0.005124197	0.004575515	0.004932668	0.002525511	0.007248579	0.004504851	0.004717384	0.006025304	0.004847393	0.004841761	0.006403653	0.004669077	0.004563383	0.004939678	0.004441395	0.003873989	0.005266917	0.004605137	0.004080704	0.004264596	0.002603751	0.006473168	0.005002829	0.004777194	0.003483787	0.005038211	0.005406157	0.00519306	0.00479899	0.005232513	0.004256901	0.005083607	0.005183689	0.003675483	0.00643416	0.004367249	0.004968589	0.004688644	0.006102987	0.00439797	0.00471095	0.003874499	0.004610347
GH13_31	0.005862903	0.004895714	0.005044864	0.003897998	0.006091041	0.002973521	0.003029213	0.00224783	0.002527483	0.004545562	0.00443188	0.004982455	0.003860536	0.005367789	0.005314937	0.006565375	0.004311353	0.0040166	0.004378688	0.007224646	0.002674289	0.004239441	0.004934342	0.004638739	0.004036069	0.002646749	0.003866205	0.004409558	0.005622479	0.004158966	0.004043919	0.004244594	0.006177652	0.00300438	0.003825318	0.004609047	0.00369011	0.003443553	0.004483795	0.003505256	0.004343921	0.002213355	0.004206987	0.006231524	0.005440837	0.004255649	0.007555047	0.004607977	0.005635367	0.003512836	0.005151795	0.004426452	0.008025032	0.006163587	0.002029875	0.001952376	0.002500238	0.004440389	0.004195439	0.002613139	0.003632327	0.003838585	0.003473326	0.006585367	0.002918114	0.003149854	0.003690491	0.003385944	0.002185703	0.005316464	0.003274034	0.00371261	0.004804461	0.004819574	0.002326532	0.003351537	0.002185553	0.003783309	0.002162191	0.004189882	0.001713182	0.00351221	0.00383416	0.00258354	0.002529101	0.006680913	0.003531768	0.014938544	0.003574742	0.003076742	0.003714664	0.005612954	0.004322121	0.004066053	0.003435741	0.004246253	0.004512712	0.003269605	0.005087242	0.003565432	0.003425856	0.004742118	0.006586201	0.005511869	0.005174122	0.004667949	0.005187649	0.00606213	0.003907916	0.005149837
GH13_32	0	0	0	0	0	0	0	0	0	2.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23E-05	0	0	2.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04E-05	5.22E-05	0	0	0	0	0	0	0	0	0.000429372	0.000296788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001220997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_36	0.00194293	0.001775815	0.00118145	0.001473165	0.000874588	0.001165534	0.001306311	0.001584808	0.000782512	0.002289605	0.001708335	0.001188341	0.001615422	0.002589252	0.001761104	0.00258827	0.001799367	0.001221658	0.00142454	0.001367236	0.001476237	0.00110207	0.002238336	0.00052155	0.000871715	0.001053612	0.000365428	0.001807457	0.001372909	0.003023725	0.00096067	0.002092481	0.002544629	0.000991196	0.000914315	0.001330676	0.00095084	0.001530327	0.001298949	0.001595499	0.001413099	0.002006455	0.001202482	0.001222258	0.00235473	0.002864784	0.001772166	0.001788545	0.002057705	0.002929506	0.001190614	0.001698317	0.001089535	0.001695182	0.001509766	0.000448062	0.001419959	0.001131679	0.000854157	0.000594585	0.001242633	0.001892073	0.001107546	0.0018444	0.00090695	0.000944809	0.001306927	0.001169965	0.000736989	0.000567272	0.003402284	0.001902695	0.000607968	0.001488004	0.001626748	0.000629425	0.000673392	0.002234927	0.001921101	0.001125026	0.000929732	0.002137553	0.001027989	0.001494238	0.000543648	0.000926652	0.001018931	0.00104338	0.001330384	0.000972462	0.001077744	0.001535418	0.000543343	0.000443516	0.001174647	0.001135159	0.001310711	0.001256584	0.001723643	0.001851562	0.00290548	0.002495863	0.001840382	0.000921717	0.001232641	0.001587961	0.000694874	0.001399367	0.001753759	0.00196841
GH13_37	0.001050915	0.00060797	0.000395484	0.000870226	0.001022325	0.001671712	0.001610109	0.001855619	0.001220426	0.000625015	0.000880105	0.00098572	0.001000815	0.000569317	0.000401452	0.000634987	0.000860891	0.000445496	0.000849572	0.000592375	0.001589046	0.001855141	0.001160838	0.002254766	0.000431333	0.000436371	0.001182766	0.001134085	0.000525338	0.001075741	0.00108842	0.001024921	0.000794048	0.001548734	0.001172368	0.000944377	0.001508986	0.000989213	0.000868188	0.000818554	0.000471128	0.000670308	0.001043156	0.000857322	0.000682624	0.001388683	0.000464586	0.001132531	0.00048111	0.001104181	0.000830961	0.001586182	0.000692951	0.001103212	0	0.001184781	0	0.001272111	0	0.00158587	0	0.001146223	0	0.001136125	0.000130362	0.001175859	0	0.001023472	1.58E-05	0.001260993	0	0.000896407	0	0.000921003	0	0.000679196	0	0.001599671	0.000297492	0.001357708	0.000126979	0.001583774	0.001183038	0.001374624	0	0.001210442	1.16E-05	0.000295476	0.000844336	0.000921264	0.001366342	0.001195738	0.001084206	0.000764256	0.001319816	0.001032824	0.0015434	0.0011322	0.000923356	0.001177983	0.000600949	0.000770585	0.000589275	0.001276871	0.000626017	0.001632487	0.001064804	0.001487215	0.000603327	0.000680552
GH13_38	0.002191883	0.001879702	0.002258925	0.002342784	0.002908887	0.003265376	0.003191215	0.003770842	0.004547791	0.003213899	0.002397552	0.001864285	0.002353461	0.003295723	0.002569926	0.002165414	0.002384025	0.002732909	0.002319526	0.001853747	0.004092569	0.003585496	0.002241498	0.002943946	0.001787057	0.002938535	0.003285458	0.003038065	0.003980778	0.002079494	0.00363261	0.0022549	0.001872579	0.00280691	0.002123122	0.002719315	0.003432258	0.002467032	0.002875774	0.002666639	0.003214798	0.002885618	0.003041329	0.002096113	0.001279436	0.002252626	0.001914657	0.002915155	0.002099422	0.002093126	0.00271303	0.002779216	0.002403261	0.002700931	0.004181607	0.005137334	0.003431751	0.003174256	0.002857577	0.00416803	0.00200549	0.00279209	0.003483163	0.002004012	0.003147003	0.004540726	0.003992402	0.002572707	0.003155818	0.003026528	0.002157813	0.00201956	0.0027677	0.002489776	0.004302821	0.003697983	0.004760447	0.00352069	0.003433869	0.003045421	0.004025933	0.003167426	0.002602564	0.003302451	0.003686484	0.002540798	0.00359724	0.001570837	0.003084897	0.003482246	0.00322819	0.001645135	0.003735291	0.003476642	0.003087728	0.002849474	0.003767117	0.003794371	0.002412606	0.003332537	0.002310431	0.002555455	0.001610167	0.001846941	0.002529701	0.002322631	0.002280554	0.002858266	0.003976882	0.003107119
GH13_39	0.005643724	0.007916068	0.008109965	0.006265406	0.006953529	0.004745789	0.00349021	0.003443191	0.002611443	0.004345505	0.00644311	0.00664134	0.004862071	0.005331879	0.00554709	0.006620357	0.006582227	0.005078938	0.005846005	0.007753754	0.00346561	0.003471144	0.007642193	0.005806855	0.007105021	0.003846205	0.005821758	0.005078263	0.005463394	0.005829801	0.004883651	0.005572114	0.007392154	0.004628684	0.006671025	0.006088256	0.005833771	0.005625025	0.005485156	0.00502298	0.005112568	0.005531896	0.005253563	0.007130119	0.007080478	0.00560741	0.00816662	0.005561265	0.007007342	0.006322324	0.00599325	0.00671471	0.008118231	0.005699335	0.003493743	0.002107182	0.002735184	0.004299868	0.004218882	0.002836671	0.004641264	0.005076269	0.00382783	0.00644803	0.002758146	0.002836306	0.002984693	0.00542819	0.003039533	0.005129724	0.006385936	0.005103245	0.003722554	0.00563434	0.002592459	0.003203755	0.002503113	0.003976958	0.004411098	0.005098343	0.002662954	0.004355561	0.00510688	0.004131509	0.00303863	0.006618238	0.003932466	0.008603595	0.004401779	0.004650078	0.005029202	0.00729181	0.004350893	0.005041167	0.004585936	0.00561066	0.004867862	0.003484822	0.006597908	0.005133672	0.004957079	0.006963073	0.008046711	0.006310239	0.006221341	0.006523176	0.006457777	0.005520459	0.004243617	0.004347901
GH13_41	1.23E-05	2.28E-05	0	1.32E-05	0	0	0	0	0	0.000154596	2.19E-05	0	0	3.50E-05	0.000815352	7.46E-05	0	0.000115534	9.30E-06	0.000545077	8.91E-06	0	0	0	0.000778062	0.000506813	0	0	0	6.79E-05	8.50E-05	0.001780101	0	0	3.87E-05	1.23E-05	0	0	0	0	0	0	1.17E-05	1.49E-05	0.000459945	0.00025553	0.000187539	3.42E-05	5.66E-05	1.40E-05	0	0	0	0	1.56E-05	7.76E-06	0	0	0	3.22E-05	0	0	0	1.69E-05	0	0	0	5.60E-06	0	0	0	0	0	0	0.000111269	0	0	0	0	0	9.70E-06	0	0	6.80E-06	0	0	0	1.98E-05	0	0	0	0	0	2.11E-05	0	0	0	0	0	0	2.88E-05	3.54E-05	5.68E-05	1.45E-05	0.000144751	0.000353576	0	0	0	4.16E-05
GH13_42	5.74E-05	0.000217953	0.000103049	0.000167295	0.000294794	0.001291228	0.000414118	0.000596504	0.000196069	0.000847456	0.000321042	7.05E-05	8.53E-05	0.000659957	0	0.000685324	0.000276202	8.27E-05	0.000143402	0.000254859	0.000435898	0.000926195	0.000108749	0.000618576	0.000510696	0.000615243	0.000455823	0.000393714	0.000105052	6.89E-05	0.000399434	0.000200887	0.000190267	0.00084398	0.000246764	0.000807384	0.000193619	0.00053836	0.000233531	0.00035776	0.000237775	0.001100235	0.000241932	0.000215528	0.000207032	0.000171883	0.000184857	0.001074724	0.000132693	0.000752675	0.000319758	0.000791207	0.000300045	0.000881622	8.44E-05	0.000418896	4.93E-05	0.000419825	0	0.000374437	0	0.000317423	8.66E-05	0.000226051	0.000133427	0.000405716	2.16E-05	0.000193653	0	0.000478493	0	0.000376873	0	0.000573063	4.91E-05	3.17E-05	4.14E-05	0.000246878	0.000101581	0.000310529	0.000176602	0.000714958	0.000452103	0.000596009	5.11E-05	0.00010471	0	0.000757827	0.00038676	0.000723293	0.000383413	0.00034615	0.000555206	0.000512721	0.000421351	0.000221113	0.000631782	0.000287362	0.000474018	0.000351427	9.01E-05	0.0002913	0.000191148	0.000330606	8.51E-05	0.000382505	0.000226758	0.000361478	0.000203618	0.000244239
GH13_4	0.003655236	0.003432372	0.002603283	0.001554031	0.002842456	0.002586183	0.000526288	0.000706678	0.000539574	0.002081037	0.002423626	0.003277265	0.001983537	0.002959766	0.002090298	0.003825737	0.001960532	0.001342331	0.002207708	0.003829054	0.001468686	0.001321398	0.002593744	0.002325313	0.002772276	0.001985292	0.001406203	0.002611284	0.001549167	0.001700703	0.001766759	0.003059404	0.00173008	0.00081637	0.00318944	0.002642979	0.002243721	0.002696127	0.000943735	0.001984384	0.001302355	0.001782694	0.001473903	0.002914183	0.00352713	0.003274069	0.004180802	0.002592157	0.002323	0.001712479	0.002594852	0.002011365	0.004273801	0.002958001	0.001716294	0.000458646	0.001312559	0.00195771	0.002933322	0.001696619	0.004021376	0.002287473	0.001998615	0.003316241	0.000983025	0.001046761	0.00188162	0.002190593	0.002955842	0.003618695	0.002227932	0.002277213	0.003918687	0.00150685	0.001484177	0.001709271	0.001000498	0.000917828	0.002009139	0.002599287	0.000445348	0.001643731	0.001331882	0.002011177	0.003406186	0.004197034	0.001685091	0.004019729	0.001789944	0.001848385	0.002211973	0.003123938	0.001587508	0.003446294	0.001023443	0.002146806	0.00110592	0.001136294	0.002212287	0.002380018	0.002219146	0.003604849	0.004193647	0.002744234	0.002938265	0.002828511	0.002961039	0.002687908	0.001633756	0.003023482
GH13_5	0.00193644	0.002238886	0.001487767	0.001752185	0.001090286	0.000938735	0.000803682	0.001576165	0.002661455	0.002078425	0.000931529	0.002134329	0.001321878	0.003047356	0.001503761	0.002277325	0.001675852	0.002809467	0.001009229	0.001900686	0.001011756	0.001145964	0.001564697	0.000832654	0.001110249	0.002726788	0.001297729	0.001526603	0.003547801	0.001395867	0.001865971	0.001755586	0.000903111	0.001761068	0.00168133	0.002794117	0.001492266	0.001205335	0.001774764	0.001720068	0.001071895	0.002068134	0.001702435	0.000986719	0.001268439	0.000964638	0.001185461	0.002091468	0.001335057	0.0014585	0.001774461	0.00201776	0.001635074	0.001334117	0.000486074	0.002422269	0.001144903	0.001428012	0.000688206	0.00172232	0.001042691	0.002214349	0.000880408	0.001501877	0.001176651	0.003301179	0.002852942	0.002094018	0.001041023	0.001223714	0.00050674	0.001592981	0.000787537	0.001552383	0.000793279	0.001760851	0.001878592	0.001353091	0.000871418	0.001993574	0.002194811	0.001542181	0.000758585	0.001477159	0.00112443	0.002525435	0.001735064	0.001987016	0.001755174	0.002389787	0.001537459	0.000885464	0.00101727	0.001783496	0.001393856	0.001790447	0.001511938	0.002128454	0.000974051	0.002104795	0.001067184	0.003010052	0.001274143	0.001366961	0.002225343	0.003354833	0.002502749	0.001823958	0.003520845	0.002737058
GH13_6	0.000472928	0.000806629	0.000107912	0.000953548	0.000713873	0.000801102	0.000465463	0.00116736	0.000614124	0.001407494	0.000310548	0.000488749	0.000464644	0.0010532	0.000607227	0.000810892	0.000373685	0.001530078	0.000417649	0.000952395	0.000464661	0.000864946	0.000357516	0.000231187	0.000370036	0.001457135	0.000441474	0.001071426	0.00039363	0.000536805	0.000378203	0.000907833	0.000218938	0.000581611	0.000497845	0.001332314	0.000480615	0.001000591	0.000647309	0.000824332	0.000395391	0.001167045	0.000469494	0.000489934	0.000144537	0.000570189	0.000211343	0.001126822	0.000205648	0.00048711	0.000392586	0.000473364	0.000367983	0.001083364	0	0.001960963	0	0.000957537	0	0.001485538	0	0.000919595	2.58E-05	0.000538062	6.67E-05	0.001982937	0	0.000843766	5.77E-05	0.000845792	0	0.000870433	0	0.000921631	0	0.001515521	2.01E-05	0.000969109	3.55E-05	0.001191082	0.000150604	0.001235893	0.000396888	0.001223834	0	0.000854698	7.36E-05	0.000699114	0.00061241	0.001557817	0.000662151	0.000422404	0.000380819	0.001481929	0.00068337	0.001139652	0.000533037	0.001866981	0.000331613	0.001396849	0.000644404	0.001167499	0.000188958	0.000262355	0.000228947	0.000323515	0.000593774	0.00026954	0.000600055	0.001369877
GH136	0.000326969	0.000544776	0.002315501	0.000181785	0.000322623	0.000332318	0.000467395	0.000139225	0.00026565	0.000371123	0.000625315	0.000279504	0.000406001	0.000195832	0.000647786	0.000304902	0.000685162	0.000528663	0.000958383	0.000294856	0.000811069	0.000291688	0.000401537	0.000183679	0.000423942	0.000167289	0.002449175	0.000238272	0.000815273	0.000326899	0.000435377	0.000248894	0.000372016	0.000302863	0.000541635	0.000595793	0.000401468	0.000515119	0.000861415	0.000408114	0.000848705	0.000351175	0.000966345	0.000543278	0.000238632	0.000498644	0.001166011	0.000271265	0.00071723	0.000332161	0.000736516	0.000139817	0.00046959	0.000546383	0.001566166	0.000306202	0.000810536	0.000261661	0.000681361	0.000267707	0.004041927	0.000477145	0.000669138	0.000181482	0.000919309	0.000385339	0.000427237	0.000275394	0.000404147	0.000390249	0.000857866	0.000164461	0.000553439	0.000366731	0.000653034	0.000703517	0.000287815	0.000264598	0.000564944	0.000175019	0.000754021	0.000379678	0.000721619	0.000665567	0.000533697	0.000153819	0.000468675	0.00067149	0.00043533	0.000149816	0.000484361	0.000708996	0.001724342	0.000417309	0.000542785	0.000241521	0.000571722	0.000156818	0.000190973	0.000125018	0.000931012	0.00026442	0.000335082	0.000202525	0.000597387	0.000387329	0.000190062	0.000308579	0.000260183	0.00035306
GH137	0.000413235	0.000638525	0.000158532	0.000760571	0.000490857	0.000251195	0.000172177	0.000710876	0.000374914	0.000828128	0.000168096	0.000386604	0.000433961	0.000927289	0.000941563	0.000532442	0.000370443	0.000562383	0.000333626	0.000780863	0.000264382	0.000451246	0.000373125	0.000138045	0.000134723	0.000764512	0.000248034	0.000788383	0.000423489	0.000342782	0.000210667	0.000756706	0.000195635	0.000369355	0.000314059	0.001092982	0.000409108	0.000621334	0.000847126	0.000704768	0.000448782	0.000343677	0.000446245	0.000345112	6.80E-05	0.000354668	0.000226562	0.000706122	0.000383188	0.000145589	0.000263446	0.000101921	0.000142389	0.000631986	0.000172499	0.001335152	0.000311288	0.000717612	0.000143398	0.001073161	0.000321121	0.000564078	0.000202494	0.00031385	0.000395627	0.001380205	0.000191754	0.000626512	0.000187376	0.000623754	0.000769662	0.000519087	0.000222976	0.000827278	0.00020784	0.000778805	0.000204653	0.000729779	0.000265819	0.001091844	0.000121266	0.000549057	0.000231562	0.000928466	0.000204272	0.000433744	0.000322495	0.000652856	0.000463557	0.000926028	0.000436548	0.000292834	0.00022094	0.000974215	0.000459661	0.00079504	0.000227891	0.001299501	0.0002822	0.001163396	0.000609119	0.001082502	0.000155312	0.000136816	0.000236002	0.000305414	0.000421301	0.000159345	0.000386958	0.000704205
GH138	0.000482637	0.000698259	0.000137245	0.00092423	0.000418744	0.000250797	0.000167942	0.000710876	0.000382189	0.000863486	0.000178973	0.000397853	0.000360041	0.000901573	0.000561947	0.000527339	0.000582205	0.000609875	0.000327088	0.000880251	0.000276733	0.000451246	0.000368624	0.000124177	4.65E-05	0.000759436	0.000248034	0.001746143	0.000878918	0.000855574	0.000224989	0.000801914	0.002052147	0.0009523	0.000308885	0.001540847	0.000555144	0.000690427	0.000652673	0.00069899	0.000577709	0.000369077	0.0002098	0.000889313	7.34E-05	0.000376816	0.000511193	0.000997691	0.000118291	0.000173927	0.000188491	0.000113091	0.000393981	0.001133465	0.000165947	0.001342886	0.000322909	0.000736746	0.000169066	0.001147449	0.00032434	0.000510788	0.000202341	0.000308352	0.000322343	0.001658269	0.000193634	0.00072367	0.000189496	0.000650561	0.000140204	0.000576225	0.000198138	0.001151009	0.000255823	0.00080531	0.000149817	0.002148526	0.000249949	0.001103251	0.000152163	0.000536545	0.000236036	0.000928466	0.00019481	0.000500151	0.000220872	0.000722189	0.000459346	0.001044139	0.000449245	0.001001877	0.00022941	0.000978058	0.000428613	0.000965223	0.000247945	0.001299501	0.00027642	0.001197562	0.000604223	0.00121973	0.000192394	0.000147053	0.000212688	0.000299154	0.000508639	0.000159345	0.000406806	0.00069947
GH13_8	0.004240822	0.003845179	0.003989865	0.003285918	0.0033137	0.003600027	0.003801649	0.004445283	0.005219295	0.004926633	0.004459685	0.003549863	0.004295732	0.005616582	0.003676913	0.004976506	0.003419821	0.003591338	0.00391644	0.002790244	0.004920316	0.004751546	0.003046505	0.003676819	0.00343527	0.004461923	0.003876717	0.005017275	0.005349975	0.004138567	0.005433029	0.003763305	0.004325403	0.004696696	0.002957163	0.003529679	0.004495259	0.003045132	0.004057686	0.003990218	0.004734804	0.004524741	0.003404689	0.003257079	0.003370836	0.004055554	0.004592722	0.005165931	0.002932698	0.003174354	0.003769183	0.003726044	0.0032333	0.004268225	0.004539742	0.005561499	0.003749989	0.003687098	0.003031163	0.005110756	0.002190969	0.003823213	0.004012849	0.002377783	0.003386882	0.005051897	0.004310702	0.004612284	0.003514403	0.004466652	0.002157813	0.004695742	0.00282335	0.003881533	0.004693196	0.004765178	0.004954233	0.005779412	0.003637972	0.003617887	0.004209922	0.003776381	0.003663176	0.004250248	0.003936362	0.002951652	0.00389935	0.002189271	0.004802935	0.004104011	0.004327794	0.002600137	0.004824915	0.004842326	0.004227745	0.003717277	0.004262375	0.003944774	0.004580842	0.005224902	0.002828652	0.005245685	0.003464042	0.002748346	0.004642484	0.004006044	0.002584809	0.003513427	0.005273763	0.004071663
GH139	0.000826234	0.001326459	0.00051625	0.001554369	0.001053534	0.000584232	0.000555668	0.001413018	0.000851772	0.00182712	0.000401074	0.000825429	0.00076204	0.001910378	0.001296911	0.001154904	0.000760493	0.001182777	0.000899212	0.0015359	0.000677765	0.00095118	0.000762234	0.000268825	0.000183379	0.001621687	0.000687531	0.001655321	0.000808115	0.000705103	0.000572597	0.001589842	0.000465217	0.000857349	0.000713807	0.002296978	0.000768818	0.001345213	0.001225762	0.001438463	0.000725125	0.000742082	0.000583187	0.000747256	0.000253869	0.00074275	0.000517856	0.001485528	0.000359308	0.000491603	0.000598934	0.00039069	0.000473717	0.001348555	0.000164135	0.002837452	0.000305641	0.001527623	0.000143398	0.002248588	0.000311206	0.00109453	0.000186021	0.000731264	0.000272576	0.002784862	0.000182657	0.001231757	0.000167762	0.001339472	0	0.001123488	0.000244611	0.00164166	0.00020784	0.001758596	0.000143556	0.001621887	0.000238448	0.002301102	0.000121266	0.001262159	0.000660415	0.001952581	0.000160871	0.00097481	0.000208152	0.001274389	0.001120319	0.001911747	0.000978366	0.00063817	0.000665173	0.002161078	0.001043852	0.001716625	0.000501614	0.002632903	0.000656734	0.002362319	0.001172196	0.002121113	0.000445635	0.000372912	0.000504896	0.000585503	0.000942494	0.000407995	0.000876508	0.001406141
