KO	Sample_s9c	Sample_s9B	Sample_s8c	Sample_s8B	Sample_s7c	Sample_s7B	Sample_s76c	Sample_s76B	Sample_s75c	Sample_s75B	Sample_s74c	Sample_s74B	Sample_s73c	Sample_s73B	Sample_s72c	Sample_s72B	Sample_s71C	Sample_s71B	Sample_s6c	Sample_s6B	Sample_s66c	Sample_s66B	Sample_s65c	Sample_s65B	Sample_s64c	Sample_s64B	Sample_s62c	Sample_s62B	Sample_s61c	Sample_s61B	Sample_s60c	Sample_s60B	Sample_s58c	Sample_s58B	Sample_s57c	Sample_s57B	Sample_s56c	Sample_s56B	Sample_s55c	Sample_s55B	Sample_s54c	Sample_s54B	Sample_s53c	Sample_s53B	Sample_s52c	Sample_s52B	Sample_s51c	Sample_s51B	Sample_s50c	Sample_s50B	Sample_s4c	Sample_s4B	Sample_s49c	Sample_s49B	Sample_s48c	Sample_s48B	Sample_s46c	Sample_s46B	Sample_s45c	Sample_s45B	Sample_s42c	Sample_s42B	Sample_s39c	Sample_s39B	Sample_s38c	Sample_s38B	Sample_s37c	Sample_s37B	Sample_s36c	Sample_s36B	Sample_s35c	Sample_s35B	Sample_s34c	Sample_s34B	Sample_s33c	Sample_s33B	Sample_s32c	Sample_s32B	Sample_s31c	Sample_s31B	Sample_s30c	Sample_s30B	Sample_s2c	Sample_s2B	Sample_s29c	Sample_s29B	Sample_s28c	Sample_s28B	Sample_s24c	Sample_s24B	Sample_s22c	Sample_s22B	Sample_s21c	Sample_s21B	Sample_s19c	Sample_s19B	Sample_s18c	Sample_s18B	Sample_s16c	Sample_s16B	Sample_s15c	Sample_s15B	Sample_s14c	Sample_s14B	Sample_s13c	Sample_s13B	Sample_s11c	Sample_s11B	Sample_s10c	Sample_s10B
K01875	0.000705508	0.000672793	0.000720728	0.000671832	0.000624417	0.000632871	0.000731982	0.000725389	0.000737581	0.000691145	0.000723578	0.000721365	0.000721548	0.000673709	0.000679065	0.000676835	0.000725153	0.000716722	0.000729883	0.000631565	0.000688999	0.000674736	0.000723247	0.000658296	0.000657423	0.00070374	0.000692044	0.000655913	0.000716547	0.000749806	0.000672049	0.000656753	0.000686355	0.0007043	0.000669309	0.000677061	0.000672921	0.000642964	0.000691224	0.000693826	0.000668566	0.000752216	0.000689711	0.000623269	0.000728313	0.000670679	0.000662522	0.000676816	0.000671838	0.000718984	0.000682648	0.000706385	0.000620355	0.000646093	0.000485368	0.0006642	0.000478643	0.000678954	0.000516452	0.000623478	0.0005634	0.000669696	0.000499677	0.000666017	0.000570417	0.000683478	0.000607277	0.000698605	0.000451131	0.000642889	0.00058742	0.000724506	0.000463514	0.000653374	0.000483623	0.000620794	0.000531611	0.000648003	0.000540645	0.000659648	0.000605356	0.000711552	0.000772718	0.000693622	0.000506762	0.000628918	0.000547015	0.0006254	0.000709075	0.000677612	0.000697852	0.000644551	0.000687752	0.00065361	0.000712509	0.000676441	0.000698171	0.000673361	0.000696637	0.000673013	0.00070248	0.000702752	0.000668624	0.000742146	0.000695906	0.000695034	0.000705801	0.000665085	0.000746932	0.000649827
K01874	0.000754559	0.000843966	0.000792508	0.00079288	0.000726271	0.000726341	0.000779653	0.000798819	0.000867499	0.000723728	0.000833998	0.000788785	0.00083494	0.000723437	0.000847109	0.000752917	0.000795664	0.000820115	0.00081935	0.000770226	0.000784261	0.000733228	0.000763805	0.000723132	0.000930807	0.000834551	0.000783062	0.000705213	0.000751677	0.000842427	0.000806045	0.000819808	0.000804134	0.00074448	0.000762848	0.000712737	0.000768534	0.000727771	0.000764037	0.000778583	0.000838947	0.000804481	0.000761956	0.000733107	0.000857992	0.000725884	0.000781114	0.000738875	0.000781842	0.000830794	0.000806549	0.000747904	0.00070339	0.000700283	0.000709074	0.000705795	0.000636064	0.000769056	0.00064913	0.000708364	0.000594279	0.000750096	0.000670345	0.000789881	0.000651611	0.00070389	0.000687175	0.000791636	0.000632442	0.000716027	0.000644618	0.000783887	0.000578511	0.000737626	0.00067287	0.000707948	0.000671116	0.000698653	0.000683212	0.000697868	0.000678728	0.000773044	0.000830802	0.000742415	0.000653126	0.000710248	0.000674942	0.000679819	0.000775199	0.000769516	0.000746556	0.000794372	0.000765457	0.000720033	0.000799478	0.00078577	0.000758089	0.000751321	0.000831089	0.000770335	0.000780985	0.00079011	0.000816529	0.00091966	0.000827292	0.000773526	0.000815367	0.000754155	0.000788046	0.000709626
K01873	0.000727662	0.000688018	0.000735147	0.000735562	0.000672477	0.000659281	0.000758356	0.000737615	0.0007863	0.000719155	0.00076418	0.000818611	0.000687422	0.000700426	0.000707259	0.000706671	0.000726135	0.000736497	0.000759073	0.000679859	0.000695887	0.000699285	0.000756016	0.000694204	0.000678356	0.000749742	0.000740022	0.000678059	0.00073123	0.000759214	0.000687445	0.000682354	0.00070882	0.00072611	0.00070564	0.000701481	0.000692752	0.00070364	0.000710542	0.000711155	0.000687655	0.000764003	0.000719485	0.000692628	0.00076613	0.000690645	0.000680829	0.000728969	0.000663445	0.000757189	0.000713306	0.000734579	0.000695986	0.000683035	0.000491887	0.000687624	0.0005031	0.000715821	0.000506644	0.000654131	0.000584545	0.000728179	0.000506116	0.000690258	0.000581817	0.000688478	0.000617952	0.000726384	0.000459939	0.000707786	0.00064597	0.000818934	0.00048128	0.000698597	0.000498319	0.000649125	0.000536864	0.00066555	0.000546293	0.000677835	0.00061671	0.00073694	0.000778699	0.000699741	0.000520424	0.000680853	0.000550094	0.000666131	0.000734101	0.000703173	0.000748069	0.000668755	0.000682445	0.000690674	0.000753546	0.000707632	0.000744351	0.000706269	0.000713607	0.000691637	0.00072582	0.000726903	0.00071629	0.000778767	0.000729141	0.000715176	0.000738353	0.000673282	0.000762509	0.000683954
K01872	0.000884986	0.000855637	0.0008971	0.000834452	0.000840191	0.000752658	0.000810411	0.000790979	0.000818645	0.000829702	0.000914208	0.000885626	0.000959561	0.000867933	0.0008504	0.000903625	0.000920904	0.000834702	0.000889305	0.000795681	0.000813372	0.000773902	0.000885277	0.000780262	0.000879504	0.000836492	0.000865066	0.000845083	0.000850412	0.000901113	0.000862018	0.000753771	0.000927931	0.000844593	0.000814011	0.000798236	0.000907476	0.000811227	0.000876972	0.000826107	0.000889731	0.00085632	0.000840339	0.000835369	0.000903139	0.000826142	0.000931407	0.00086163	0.000789658	0.000846877	0.000857398	0.000874205	0.000865057	0.000771383	0.000810867	0.000751974	0.000672491	0.000795326	0.000752821	0.000746715	0.00072196	0.00080624	0.000762784	0.000777782	0.000705965	0.000744076	0.000729729	0.000861344	0.000693005	0.000800787	0.000727741	0.000876965	0.000661411	0.000804344	0.000722921	0.00079979	0.000740103	0.000822376	0.00077197	0.000776019	0.000653634	0.000835744	0.000919523	0.000798935	0.000799903	0.000765005	0.000730047	0.000825331	0.000900364	0.000824714	0.000811169	0.000841531	0.000844688	0.000815907	0.000853846	0.000813158	0.000828359	0.000769912	0.000892307	0.000832363	0.000843109	0.000938968	0.000883552	0.000858589	0.000883494	0.00085983	0.000872395	0.000769277	0.000868729	0.00078306
K01870	0.000715536	0.000673725	0.000758501	0.000714658	0.000770126	0.000700735	0.000751012	0.0007376	0.000774207	0.000708312	0.000760574	0.000737158	0.000759282	0.000694324	0.000779474	0.000702995	0.000779477	0.000760641	0.000740504	0.000703471	0.000759991	0.000718942	0.000752409	0.000691742	0.000733407	0.000761765	0.00077359	0.000693473	0.000726599	0.00076697	0.000734212	0.000664421	0.00069497	0.000723174	0.000689466	0.00069509	0.000740908	0.000699646	0.000723902	0.000740176	0.000787768	0.000785053	0.000770088	0.000712802	0.000738175	0.000686137	0.000703377	0.000703368	0.000714477	0.000740664	0.000718412	0.000723337	0.000729778	0.000691954	0.000672282	0.000715886	0.000586984	0.000732377	0.000612563	0.000689766	0.000549649	0.000714613	0.000618997	0.000699887	0.000589137	0.000686884	0.00065242	0.000729667	0.000520778	0.000689567	0.000624915	0.000745843	0.00055105	0.000707769	0.000640408	0.000704744	0.000626924	0.000692173	0.000643698	0.000679262	0.00060115	0.00073639	0.000790957	0.000716672	0.000615123	0.000672952	0.000639732	0.000660036	0.00080265	0.000713749	0.000732197	0.000670157	0.000764486	0.000702128	0.000761324	0.000726477	0.000759828	0.0007209	0.000729715	0.000699867	0.000713473	0.000726626	0.000712602	0.000764767	0.000740179	0.000709192	0.000746187	0.000686923	0.000763575	0.000678297
K01869	0.000712228	0.000695974	0.000747755	0.000709401	0.000713527	0.000755857	0.000731965	0.000742207	0.00076568	0.000709836	0.000769517	0.000740346	0.000769303	0.000692573	0.000739999	0.000708653	0.0007619	0.000747851	0.000761121	0.000673259	0.000796735	0.000735484	0.000841843	0.000746057	0.000725778	0.000753355	0.000818692	0.000704533	0.000734593	0.000771057	0.000745866	0.000670649	0.000740956	0.000760531	0.000703298	0.000721107	0.000749919	0.000707265	0.000739964	0.000744745	0.000826902	0.00076393	0.000712784	0.000701223	0.000737653	0.000680084	0.000713731	0.0007145	0.000733947	0.000754408	0.000723409	0.000730832	0.000761523	0.000709683	0.000726996	0.000694153	0.000590026	0.000747157	0.000666696	0.000710506	0.000570304	0.00072437	0.000662388	0.000694698	0.000636355	0.00068917	0.000666107	0.000734059	0.000583933	0.000721456	0.000597791	0.000745854	0.000566281	0.00070849	0.00064958	0.000704291	0.000691261	0.00072649	0.000660129	0.000676174	0.00062361	0.00073329	0.000830169	0.00074703	0.000653523	0.000689673	0.000690698	0.000690886	0.000759051	0.000704977	0.000748062	0.000705837	0.000821201	0.000733943	0.000767986	0.000710454	0.000767266	0.000753495	0.000731347	0.000692593	0.000753398	0.000732969	0.000723031	0.000779782	0.00074416	0.000710534	0.000764316	0.000734434	0.000778751	0.000676953
K01868	0.000726399	0.000713755	0.000721538	0.000720879	0.000730965	0.000707594	0.000757338	0.000725992	0.000786699	0.000731742	0.000775673	0.000768177	0.000726062	0.000711611	0.00082644	0.000734188	0.000776147	0.000787376	0.000780949	0.000706958	0.000737048	0.000718372	0.00077733	0.000713597	0.000739685	0.000757402	0.000776078	0.000718067	0.00073918	0.000771622	0.000735896	0.000685769	0.0007239	0.000743554	0.000706911	0.000707205	0.000732392	0.000739391	0.000782275	0.000762961	0.000832666	0.000792579	0.000768689	0.000752281	0.000752747	0.000704195	0.000712165	0.000712836	0.000720108	0.000746139	0.000747582	0.000743285	0.00079686	0.000748812	0.000752323	0.000714371	0.000640175	0.000732329	0.000682316	0.000706839	0.000614413	0.000808275	0.000690498	0.00071051	0.000669315	0.000692317	0.000677813	0.000750389	0.000616762	0.000726501	0.000636733	0.000759512	0.000574791	0.000730653	0.00068161	0.000714182	0.000688094	0.000701758	0.000673706	0.000723698	0.000621783	0.000732362	0.000793789	0.000739187	0.000669209	0.000746823	0.000675577	0.000679775	0.000765921	0.000741332	0.000726292	0.000713019	0.000805053	0.00071425	0.000767343	0.000734119	0.000756003	0.000752133	0.000755486	0.000721827	0.000761547	0.000734285	0.000756616	0.000874693	0.000746689	0.000730911	0.000778958	0.000693731	0.000777387	0.000698697
K01867	0.000715302	0.000688917	0.000746526	0.000721548	0.000678957	0.000674364	0.000746295	0.000738329	0.000759591	0.000708606	0.000753426	0.00073311	0.000750491	0.000687624	0.00077985	0.000697279	0.000753454	0.000763996	0.000759818	0.00069163	0.000725147	0.000716854	0.000727323	0.000678511	0.000762474	0.000772325	0.000757985	0.00068465	0.000735485	0.000769031	0.000745727	0.000747943	0.000698305	0.000723838	0.00069625	0.000683575	0.000724455	0.000669913	0.000728653	0.000728483	0.000774919	0.000775159	0.000718805	0.000650951	0.000750405	0.000692366	0.00071048	0.000693868	0.000716195	0.000743865	0.000684839	0.000733135	0.000680469	0.000681953	0.000628516	0.000709722	0.000608545	0.000731566	0.000577609	0.000688048	0.000551808	0.000708291	0.000620142	0.000671732	0.000612462	0.000690968	0.000635021	0.000736647	0.000573334	0.000689154	0.000573539	0.000743857	0.000491255	0.000701994	0.000603563	0.000696007	0.000611083	0.000691075	0.000628721	0.000670521	0.000552067	0.000725611	0.000792403	0.000719947	0.000559597	0.00066041	0.000629496	0.000659054	0.000762807	0.000712697	0.000715805	0.000664235	0.000758182	0.000700729	0.000748451	0.000705116	0.000727222	0.00072664	0.000730018	0.000696371	0.000736337	0.000725325	0.000713225	0.000755212	0.000745268	0.000717607	0.000729874	0.000677053	0.000760136	0.000688698
K01866	0.000707716	0.000689081	0.000749328	0.000718224	0.00071601	0.000693001	0.000750151	0.000739496	0.000776332	0.000713098	0.000765649	0.000745319	0.00075624	0.000697414	0.000768019	0.000718945	0.000782867	0.000762031	0.000749173	0.000642466	0.000748352	0.000721077	0.000755095	0.000683293	0.000732721	0.000763586	0.000758662	0.000697098	0.000732286	0.000776022	0.000741364	0.000667227	0.000711014	0.000737972	0.000694758	0.000709553	0.000738178	0.000702022	0.000751718	0.000744871	0.000791525	0.000782896	0.000748363	0.0006764	0.000740189	0.000694446	0.000712962	0.000707516	0.000736112	0.000750681	0.000756134	0.00072431	0.000694383	0.000664356	0.000707539	0.000713179	0.000600261	0.000731512	0.000659236	0.000682297	0.000587551	0.000696676	0.000668126	0.000708592	0.000618443	0.000688008	0.000684993	0.000737213	0.000587479	0.000694096	0.000603806	0.000747516	0.000588893	0.000704622	0.000651405	0.000685316	0.000661371	0.000701085	0.000677152	0.000682549	0.000634559	0.000736729	0.00079788	0.000708016	0.000665252	0.000658842	0.000672787	0.000660333	0.000765853	0.000712222	0.000722516	0.000656081	0.000762183	0.000703194	0.000760884	0.000721045	0.000714723	0.000709426	0.000733754	0.00069437	0.000749091	0.000728165	0.000695571	0.000765221	0.000738171	0.000714669	0.000755053	0.00069059	0.00076776	0.000686238
K01858	0.000200686	0.000191347	0.000147509	0.00024635	0.00028094	0.000342446	0.000327962	0.000346537	0.000278066	0.000299279	0.000212636	0.000189753	0.000236983	0.000228303	0.000231179	0.000220899	0.00021766	0.000297708	0.000215757	0.000196901	0.000365361	0.000366121	0.000217028	0.000304041	0.000147986	0.000285783	0.000289344	0.000298562	0.000165836	0.000212357	0.000303069	0.000233475	0.000177214	0.000292406	0.000207289	0.000282019	0.000311485	0.000255522	0.000261406	0.000251529	0.000271687	0.000296561	0.000293458	0.000201655	0.000120694	0.00023753	0.000178249	0.000297636	0.000168796	0.00020327	0.000226826	0.000264482	0.000200208	0.000285329	0.000397373	0.000513514	0.000360871	0.000310019	0.000277389	0.000434177	0.000231562	0.000285127	0.000324055	0.000210217	0.000349892	0.000413885	0.000204478	0.0002639	0.000341918	0.000291859	0.000227081	0.000229586	0.000302114	0.000258122	0.000401237	0.000387137	0.000341006	0.000357621	0.000341487	0.000312049	0.000317183	0.000319305	0.00023572	0.000346093	0.000314379	0.00026475	0.00029523	0.000196851	0.000277557	0.000363038	0.000254614	0.000174349	0.000328363	0.000334781	0.0002945	0.000286572	0.000338998	0.000410297	0.000215109	0.000328055	0.000229713	0.000244991	0.00014623	0.000184621	0.000168481	0.000238309	0.000216197	0.000257112	0.000193605	0.000288254
K01854	0.000663871	0.000594817	0.000597565	0.000469999	0.000392101	0.000444212	0.000484121	0.000378183	0.000287811	0.000607425	0.000419357	0.000425258	0.000421423	0.000535534	0.000512404	0.000631826	0.000410307	0.000662678	0.000459663	0.000502754	0.00035863	0.000421186	0.000366862	0.000259275	0.000402129	0.000571797	0.000457749	0.000488013	0.000422063	0.000513747	0.000363337	0.000501298	0.000501988	0.000387559	0.000417186	0.000506658	0.000314665	0.000513276	0.000372131	0.000403943	0.000471138	0.000655431	0.000407204	0.000407757	0.000392824	0.000501314	0.000582124	0.000570594	0.000368393	0.000401752	0.000404138	0.000347895	0.000419033	0.000478549	0.00046922	0.000551255	0.000327939	0.000437467	0.000360341	0.000443792	0.000415608	0.000483665	0.000377076	0.000444384	0.000318068	0.000560463	0.000272304	0.000493971	0.000402701	0.00034661	0.000178125	0.000477697	0.000317601	0.000475481	0.000358525	0.00062438	0.000306934	0.000525148	0.000395773	0.000422281	0.000159228	0.000474852	0.000316632	0.000427184	0.000419573	0.000526649	0.000400515	0.000557616	0.000510355	0.00054027	0.000349025	0.00045091	0.000390685	0.000457625	0.000371113	0.000447072	0.00032735	0.000560056	0.000431131	0.00053575	0.000608729	0.000583886	0.000499173	0.000417389	0.000436168	0.000442298	0.000452823	0.000329372	0.000459773	0.000633459
K01847	0.000485087	0.000442744	0.000465039	0.000586935	0.000570682	0.000650721	0.000719751	0.0008565	0.000875537	0.000706093	0.000532728	0.000470568	0.000559603	0.000689423	0.000422875	0.000542138	0.000494866	0.00066121	0.000575159	0.000434156	0.000737316	0.000832962	0.000548223	0.000702444	0.000472323	0.000692246	0.000575523	0.000699046	0.000741425	0.000561307	0.000693245	0.000552373	0.000416926	0.000772152	0.000536774	0.000617953	0.000650607	0.000569954	0.00063384	0.000662836	0.000497273	0.000686993	0.000588245	0.000476221	0.000380317	0.00055945	0.000329304	0.000617887	0.000431165	0.000555059	0.000570091	0.000637257	0.00042355	0.000704133	0.000453823	0.001013829	0.000572214	0.00062761	0.000416043	0.00090212	0.000524344	0.000699552	0.000491798	0.000453874	0.000628867	0.000948256	0.000705592	0.000645943	0.000524078	0.000781607	0.000454835	0.000635598	0.000454678	0.000644288	0.000581549	0.000808183	0.000708714	0.000760006	0.000505892	0.000690457	0.000845157	0.000695937	0.000619948	0.000768665	0.000515413	0.000567412	0.000563067	0.000357333	0.000598604	0.000733095	0.000739071	0.000395341	0.000657462	0.000804347	0.000689153	0.000639535	0.000734378	0.000782816	0.000524549	0.000711425	0.000525343	0.000530512	0.000375234	0.000439138	0.000538584	0.000538391	0.000431042	0.000605058	0.000739031	0.000703009
K01845	0.000151697	4.98356E-05	0.000212418	9.24281E-05	0.000168039	0.000125348	9.71989E-05	9.40528E-05	0.000252667	0.0002007	0.000134354	8.59762E-05	0.000121151	0.000179933	0.000178179	0.000109538	0.000147493	0.000109818	0.00011038	0.000171447	0.000135612	0.000105058	0.000147937	0.000124701	0.00014882	9.28711E-05	0.000134084	9.97345E-05	0.000313416	0.000117165	0.000146079	0.000190319	0.000153625	0.000119693	0.000140816	9.47029E-05	0.000102759	0.000155749	0.000120507	0.000100186	0.00014966	7.01001E-05	0.000129943	0.000147402	0.000134288	0.000121542	0.00019879	0.000110817	0.000197478	0.000116126	0.000111816	0.000116325	0.000172103	0.000143371	2.5716E-05	0.000114732	7.36059E-05	0.000115655	4.04796E-05	8.25839E-05	8.43125E-05	0.000135811	0.000114434	0.000143541	0.000119601	0.000154734	0.000240873	0.000125994	3.20655E-05	0.000133189	3.06008E-05	6.86229E-05	3.69328E-05	0.00011861	5.8571E-05	0.000123853	0.000194069	8.11863E-05	7.86799E-05	0.000129229	0.000148001	8.72343E-05	0.000148757	9.27523E-05	7.43781E-05	0.000122118	0.000147471	0.000200171	9.89243E-05	8.131E-05	0.000162326	0.000180768	0.000191961	0.000121093	0.000116271	9.98413E-05	0.000171006	0.000113498	0.00017215	8.08032E-05	0.00011659	0.000101838	0.000192203	9.54479E-05	0.000209438	0.0001155	0.000113495	0.000145037	0.000244625	0.000142381
K01840	0.000274741	0.000280432	0.000285195	0.000370115	0.000374472	0.000418168	0.000466457	0.000475885	0.000399389	0.000437825	0.000355345	0.000299877	0.000347622	0.000323809	0.000331233	0.000341001	0.000388385	0.000476224	0.000349226	0.000252395	0.000441349	0.000496425	0.000381759	0.000419423	0.00035197	0.000462643	0.000365001	0.000401552	0.00027075	0.000392712	0.000406188	0.000324997	0.00026711	0.00044613	0.000334618	0.000383464	0.000414127	0.000329504	0.000376298	0.000400475	0.000386357	0.000471712	0.000383723	0.00029872	0.000232553	0.000359862	0.000257443	0.00038361	0.000295795	0.000338822	0.000356368	0.000427139	0.00025457	0.00041078	0.000469708	0.000596741	0.000445056	0.000420997	0.000371279	0.000532536	0.000311993	0.000420854	0.000406805	0.000294048	0.000429349	0.000477682	0.000263956	0.000415607	0.000413996	0.000431519	0.000469434	0.000366751	0.000378521	0.000391344	0.000497707	0.000535323	0.000386787	0.00044646	0.000445595	0.000419917	0.000374791	0.000402122	0.000372863	0.000474962	0.000396995	0.00033143	0.000424595	0.000242855	0.000401108	0.000468723	0.000384953	0.000257885	0.000425263	0.00047428	0.000434345	0.000417953	0.000415665	0.000479368	0.00039047	0.000410519	0.000303603	0.000334837	0.000294755	0.000258469	0.000288913	0.000344489	0.000283447	0.000333528	0.000254657	0.000345586
K01839	0.000331552	0.000250381	0.000210825	0.000203245	0.000141087	0.000154799	0.000200972	0.000144844	0.000157703	0.000196452	0.000263579	0.000237106	0.00023602	0.000261537	0.000350218	0.000306682	0.000190955	0.000199893	0.000314599	0.0003161	0.000185045	0.000178076	0.000199556	0.000136394	0.000214188	0.000175001	0.000183375	0.000191582	0.000187027	0.000310889	0.000205942	0.000265511	0.000284685	0.000187584	0.000196603	0.000224906	0.000166079	0.000187009	0.000187147	0.000160224	0.000233464	0.000228184	0.000217643	0.000228968	0.000262127	0.000264303	0.000343915	0.00023261	0.000153276	0.000251903	0.000203932	0.000209236	0.000235277	0.000189416	0.000105821	7.99563E-05	0.00010867	0.000160601	0.000113366	0.000115831	0.000117558	0.000218082	9.1448E-05	0.000266808	8.82839E-05	0.000111384	0.000111465	0.000252446	6.38991E-05	0.00016762	0.000115082	0.000203556	9.67413E-05	0.000209373	0.000123493	0.000123656	4.47037E-05	0.000173007	0.000130632	0.000141015	6.04844E-05	0.000213021	0.000193262	0.000134061	0.00010411	0.000230476	8.09533E-05	0.000286714	0.000266572	0.000157167	0.000121889	0.000216472	0.00020336	0.000127918	0.000211611	0.000163879	0.00018326	0.000168801	0.000194274	0.000181828	0.000330657	0.000317655	0.000350385	0.000302185	0.000266994	0.000296348	0.000342061	0.000218367	0.000254538	0.000258025
K01838	0.000915801	0.000997024	0.000749316	0.000906709	0.000889783	0.001021127	0.000948659	0.001116031	0.001015548	0.00104385	0.001020167	0.001017174	0.001085008	0.001057119	0.001029685	0.001077003	0.000913161	0.001093066	0.001025901	0.000961822	0.001038421	0.001186682	0.000861147	0.001046355	0.001075633	0.00111081	0.000932685	0.001103287	0.000884977	0.000928851	0.001107937	0.001002163	0.000911784	0.001151757	0.000906398	0.000966829	0.000970034	0.00091829	0.001033397	0.001113889	0.001181752	0.001084822	0.000971794	0.000967255	0.000898317	0.000895074	0.000868011	0.001074989	0.000871762	0.000933973	0.000940453	0.000975339	0.000865762	0.001101016	0.001004192	0.001189492	0.000935413	0.001043024	0.000832896	0.00121106	0.000698855	0.000987735	0.000966623	0.000856054	0.000891331	0.001107239	0.000886932	0.001113775	0.000932086	0.001124707	0.000799566	0.001103086	0.000855051	0.001105412	0.001048917	0.001167474	0.000942767	0.00121085	0.000923299	0.001029261	0.00096521	0.001036519	0.00100887	0.001066042	0.000948697	0.000959679	0.000912327	0.000946292	0.00105561	0.001058621	0.000986239	0.000873414	0.001039322	0.001143388	0.001046826	0.001060805	0.000958251	0.001096048	0.001012894	0.001128774	0.000929193	0.000992575	0.000942407	0.000919671	0.000955933	0.000966652	0.000936047	0.001006224	0.000955395	0.001042213
K01835	0.001084318	0.001002238	0.00097056	0.000826864	0.000800152	0.000725345	0.000816388	0.000791081	0.000775508	0.000936857	0.000932145	0.000902715	0.000889511	0.000944921	0.00086777	0.001020245	0.000826246	0.000883837	0.000911473	0.000865114	0.000797117	0.000756008	0.000911433	0.000803473	0.000852751	0.000810132	0.000775345	0.000891724	0.000951098	0.000934075	0.000769684	0.000898897	0.000991636	0.000859001	0.000925004	0.000870885	0.000780339	0.000833208	0.000771932	0.000836197	0.000834768	0.000882108	0.000801485	0.000902036	0.000999838	0.000905078	0.00097893	0.000963374	0.000891492	0.000818536	0.000841425	0.000782433	0.000984563	0.000875617	0.000642953	0.000763361	0.000540076	0.000787144	0.000701575	0.000728157	0.000765565	0.000805876	0.000679174	0.000911099	0.000692355	0.000772734	0.000712395	0.000848353	0.000657877	0.00084933	0.000828931	0.000938216	0.000651443	0.000829613	0.000565362	0.000703741	0.000652735	0.000897467	0.000655561	0.000856211	0.000672467	0.000856458	0.000790481	0.000796859	0.000699331	0.000905496	0.000674868	0.000777057	0.000895122	0.000742179	0.000838192	0.000884761	0.000818948	0.000819204	0.000825712	0.000814789	0.000802934	0.000762075	0.000948977	0.000866774	0.000918428	0.000985332	0.000945791	0.000775965	0.00087824	0.000891893	0.000919764	0.000879104	0.00094048	0.000846339
K01834	0.000198329	0.000223492	0.000205484	0.000252285	0.000283152	0.000282136	0.000324541	0.000295919	0.000323905	0.000175234	0.000264383	0.000291678	0.000345767	0.000256539	0.000164862	0.00023791	0.000293887	0.000191177	0.000285928	0.000250266	0.000304014	0.000448556	0.000260379	0.000406739	0.000333988	0.000220694	0.000292162	0.000242904	0.000167621	0.000267983	0.000296983	0.000219436	0.000284014	0.000324527	0.000266921	0.000175506	0.00028981	0.000257329	0.000311754	0.000301229	0.000299947	0.000273971	0.000262179	0.000305348	0.000311826	0.00025072	0.000203201	0.000251101	0.000282051	0.000310396	0.000248025	0.000290566	0.000182827	0.000351482	0.000207229	0.000239007	0.000285799	0.00036568	0.000282023	0.000303401	0.000246488	0.000237382	0.000240461	0.000252135	0.000385397	0.00026836	0.000231008	0.000241886	0.000274891	0.000364413	0.000250219	0.000250543	0.000230042	0.000313012	0.000223026	0.000238939	0.000282386	0.000296021	0.000258933	0.000245728	0.000268547	0.000234189	0.00039486	0.000277374	0.000242295	0.000192883	0.000238133	0.000661355	0.000273522	0.000192806	0.000243523	0.000232155	0.000281564	0.000264111	0.000309	0.000322042	0.000253587	0.000193845	0.000298154	0.000260538	0.000209687	0.000149133	0.000245025	0.000339468	0.000262449	0.000277223	0.000302563	0.000328877	0.000164058	0.000169583
K01823	0.000288256	0.000248004	0.000218346	0.000362159	0.000317534	0.000406931	0.000404582	0.000347146	0.000343055	0.000310769	0.000337411	0.000407507	0.000382265	0.000326698	0.000440864	0.000317013	0.000401631	0.000352112	0.000283611	0.000352772	0.000375338	0.000423416	0.000300808	0.000323316	0.000266123	0.000435842	0.000410693	0.000329317	0.000251187	0.000309142	0.000309312	0.000367192	0.000261824	0.000351641	0.000268235	0.000334597	0.00041122	0.000337882	0.000323642	0.000333462	0.000439312	0.000388753	0.000441787	0.000269563	0.000402424	0.000324773	0.00025364	0.000410134	0.000258418	0.000296698	0.00023349	0.000384175	0.000270268	0.000324334	0.000428074	0.000473896	0.000391925	0.000428753	0.000305385	0.000435845	0.000243474	0.000343969	0.000370939	0.000259568	0.000385139	0.000429529	0.00035924	0.000353407	0.000385074	0.000334442	0.000374648	0.000451925	0.000327236	0.000314854	0.000417556	0.000396497	0.000322471	0.000385434	0.000367629	0.000389134	0.000331294	0.000328519	0.000326014	0.000417869	0.000381758	0.00032672	0.000374357	0.000343597	0.000398881	0.000462247	0.000317851	0.000231536	0.000328818	0.000348899	0.000354153	0.000385224	0.000372725	0.000446872	0.000226751	0.000365415	0.000271402	0.000343229	0.00023143	0.000497399	0.000300302	0.000362139	0.00033257	0.000226472	0.000288896	0.000316428
