KO	Sample_s9c	Sample_s9B	Sample_s8c	Sample_s8B	Sample_s7c	Sample_s7B	Sample_s76c	Sample_s76B	Sample_s75c	Sample_s75B	Sample_s74c	Sample_s74B	Sample_s73c	Sample_s73B	Sample_s72c	Sample_s72B	Sample_s71C	Sample_s71B	Sample_s6c	Sample_s6B	Sample_s66c	Sample_s66B	Sample_s65c	Sample_s65B	Sample_s64c	Sample_s64B	Sample_s62c	Sample_s62B	Sample_s61c	Sample_s61B	Sample_s60c	Sample_s60B	Sample_s58c	Sample_s58B	Sample_s57c	Sample_s57B	Sample_s56c	Sample_s56B	Sample_s55c	Sample_s55B	Sample_s54c	Sample_s54B	Sample_s53c	Sample_s53B	Sample_s52c	Sample_s52B	Sample_s51c	Sample_s51B	Sample_s50c	Sample_s50B	Sample_s4c	Sample_s4B	Sample_s49c	Sample_s49B	Sample_s48c	Sample_s48B	Sample_s46c	Sample_s46B	Sample_s45c	Sample_s45B	Sample_s42c	Sample_s42B	Sample_s39c	Sample_s39B	Sample_s38c	Sample_s38B	Sample_s37c	Sample_s37B	Sample_s36c	Sample_s36B	Sample_s35c	Sample_s35B	Sample_s34c	Sample_s34B	Sample_s33c	Sample_s33B	Sample_s32c	Sample_s32B	Sample_s31c	Sample_s31B	Sample_s30c	Sample_s30B	Sample_s2c	Sample_s2B	Sample_s29c	Sample_s29B	Sample_s28c	Sample_s28B	Sample_s24c	Sample_s24B	Sample_s22c	Sample_s22B	Sample_s21c	Sample_s21B	Sample_s19c	Sample_s19B	Sample_s18c	Sample_s18B	Sample_s16c	Sample_s16B	Sample_s15c	Sample_s15B	Sample_s14c	Sample_s14B	Sample_s13c	Sample_s13B	Sample_s11c	Sample_s11B	Sample_s10c	Sample_s10B
K08301	0.000427004	0.000394327	0.000405565	0.000463744	0.000449873	0.000519736	0.000525292	0.000527257	0.000577892	0.000448002	0.000479092	0.000473048	0.000453719	0.000453156	0.000507206	0.000437594	0.00046313	0.000568917	0.000483994	0.000425644	0.000524392	0.000528821	0.00050034	0.000449617	0.000481845	0.000593373	0.000499283	0.000498658	0.000506461	0.000419165	0.000512353	0.000507205	0.000376708	0.000522748	0.000419868	0.000454846	0.000451181	0.000422618	0.000493605	0.000463002	0.000566833	0.000518419	0.000531298	0.000425772	0.000437943	0.000454214	0.000385728	0.000511809	0.000354269	0.000425135	0.000440336	0.00045762	0.000407605	0.000474014	0.00051293	0.000602174	0.000515575	0.000491503	0.000447647	0.00058719	0.000390566	0.000539773	0.000481963	0.000441634	0.000464411	0.000563253	0.000554573	0.000513985	0.000452787	0.000538598	0.000514517	0.000491969	0.000414144	0.000459895	0.000528329	0.00062021	0.000522313	0.000493741	0.000488145	0.000492948	0.000496672	0.000483482	0.000450068	0.0005223	0.000479132	0.000461647	0.000539279	0.000358297	0.000531925	0.000521008	0.000514397	0.000404658	0.000515403	0.00055713	0.000556307	0.000532118	0.000498483	0.000500172	0.000406526	0.000447687	0.000430764	0.000432934	0.000454614	0.00040111	0.000488984	0.000435308	0.000504394	0.000459133	0.000504308	0.000506486
K08289	0.000196092	0.000224479	0.000179746	0.000290818	0.000283455	0.000341416	0.000352418	0.000395698	0.000315961	0.000316873	0.000257997	0.000238863	0.000286298	0.000256091	0.000238001	0.000253558	0.000258387	0.000348839	0.000274126	0.000214561	0.000391001	0.000446199	0.000235982	0.000339765	0.000251487	0.000363658	0.000305031	0.000355666	0.000173466	0.000287328	0.000349671	0.00027744	0.000194904	0.000388876	0.000250059	0.000303672	0.000346123	0.000284844	0.00031553	0.000345839	0.000318729	0.000351865	0.000290168	0.000246888	0.000174182	0.000283684	0.000181335	0.00032141	0.000215223	0.000265616	0.000269607	0.000302773	0.000201465	0.000356109	0.000419476	0.00047778	0.000378905	0.000341106	0.000288497	0.000489547	0.000235119	0.000350325	0.000354634	0.000227362	0.000359355	0.000406302	0.000224852	0.000338616	0.000367483	0.000392258	0.000217499	0.000322727	0.000294517	0.000325302	0.000430136	0.000450604	0.000350498	0.000401956	0.000351624	0.00034069	0.000288998	0.000350518	0.000288903	0.000391596	0.000332102	0.000276742	0.000321388	0.000203863	0.000313179	0.000385659	0.000302635	0.000194843	0.000364629	0.000424118	0.000345271	0.000332494	0.000326929	0.000413096	0.000267104	0.000350097	0.000239299	0.000253421	0.000181624	0.00021376	0.000229423	0.000266158	0.000218519	0.000285631	0.000206655	0.00030627
K08282	0.000249265	0.000111267	0.000208932	9.35961E-05	9.85409E-05	6.46977E-05	8.55962E-05	0.000121667	0.000325415	0.000191214	0.000153923	0.000104824	0.000135515	0.000342514	0.000207739	0.000193941	9.28571E-05	0.000101173	0.000166546	0.000123448	8.33211E-05	6.64215E-05	9.61918E-05	6.38859E-05	7.83095E-05	0.000105678	6.76453E-05	0.000114733	0.000440304	0.000116374	0.000135675	0.000159469	0.000166997	0.000115077	7.25004E-05	7.4675E-05	7.64312E-05	8.69268E-05	9.29272E-05	7.6917E-05	9.13288E-05	0.000145003	8.63469E-05	0.000140345	0.000139358	0.000139226	0.000145337	0.000116439	6.71731E-05	4.75597E-05	7.14966E-05	6.89504E-05	9.22987E-05	9.68716E-05	0.000134036	7.14948E-05	0.000108015	9.84656E-05	0.000136075	5.88363E-05	0.000172745	8.43876E-05	0.000122048	6.98208E-05	0.000144626	0.00018192	0.000404382	8.93716E-05	0.00012089	9.46842E-05	0.000249476	0.000125907	0.000120859	6.93807E-05	0.000122812	9.09836E-05	0.000303719	0.000121685	9.63371E-05	4.64233E-05	0.000235129	6.8258E-05	0.000125614	5.14904E-05	0.000174434	8.08247E-05	0.000205998	8.67051E-05	0.000173545	9.77113E-05	0.000196823	0.000128773	0.000102893	8.93988E-05	0.00014611	0.000117565	9.1763E-05	9.13731E-05	9.48928E-05	0.000136838	0.000102285	0.000204073	0.000120467	6.75854E-05	0.000198936	0.00011732	8.4709E-05	7.57901E-05	0.000456027	0.000183386
K08281	0.000146297	0.000180713	0.000134028	0.000169848	0.000186621	0.000223644	0.000140451	0.000149746	0.000162594	0.000138369	0.0001836	0.000213547	0.000220312	0.000118478	0.000123925	0.000140678	0.000213085	0.000205702	0.000167946	0.000219556	0.000143772	0.000119872	0.000232197	0.000181619	0.000231729	0.000182407	0.000125627	0.000134511	0.000112888	0.000137186	0.000167233	0.000176407	0.000178285	0.000108675	0.000209475	0.000185763	0.000121508	0.000202058	0.000174117	0.000155668	0.000158525	0.000169352	0.000161476	0.000213183	0.000181645	0.000156687	0.000183705	0.000129335	0.000180517	0.000179669	0.000233519	0.000164305	0.000208083	0.000192367	9.61543E-05	8.84082E-05	0.000152309	0.000165852	0.000112767	0.000128187	0.000144717	0.000196482	0.000105759	0.000207234	9.67139E-05	0.000121471	9.84053E-05	0.000153102	9.83183E-05	0.000178328	0.000345207	0.000116411	0.000176116	0.000147559	9.1404E-05	0.000139674	7.37869E-05	9.67524E-05	0.000114757	0.00015106	0.000113065	0.000152359	0.000189471	0.000122641	0.000100474	0.000194818	0.000139596	0.000224351	0.000105407	0.000181363	0.000167126	0.000255045	0.000123349	0.000174177	0.000163591	0.000221134	0.000116337	0.000131666	0.00019612	0.000154424	0.000164829	0.00013755	0.000239438	0.000314066	0.00016383	0.00014157	0.000232454	0.000258897	0.000112307	0.000164127
K08223	0.000211339	0.00016475	0.000182293	0.000165999	0.000303612	0.00033415	0.000349932	0.000286478	0.000240663	0.000222352	0.000257682	0.000182128	0.000238009	0.000162674	0.000205954	0.000198387	0.000206032	0.000287487	0.000251873	0.000141965	0.000360776	0.000320724	0.000229497	0.000315042	0.000156023	0.00022463	0.000281261	0.000237116	0.000142254	0.000206202	0.00028293	0.00017143	0.00017917	0.000291366	0.000195316	0.000166604	0.000281395	0.000213068	0.000208391	0.000200675	0.000246464	0.000308514	0.000277983	0.000199687	0.000139265	0.000221522	0.000229221	0.000237961	0.00018503	0.000176353	0.000218528	0.000256828	0.000179011	0.000221547	0.00040401	0.000345827	0.000352744	0.000263175	0.000304422	0.000341794	0.000246341	0.000260099	0.000374019	0.000199183	0.000332372	0.000233603	0.000205621	0.000235733	0.000396975	0.000261992	0.000259574	0.000208924	0.000315728	0.000181507	0.000406267	0.000294463	0.000338638	0.000277959	0.000363828	0.000208658	0.000322132	0.000244314	0.000202283	0.00026435	0.000353877	0.000199797	0.000309874	0.000108461	0.000240458	0.000273245	0.000216717	0.000149236	0.000326451	0.000262414	0.000255703	0.000213306	0.000284165	0.000279066	0.000193698	0.000200306	0.000221311	0.00015882	0.00014841	0.000183205	0.000197475	0.00022402	0.000213106	0.000249762	0.000203014	0.000227383
K08218	0.000287705	0.000207076	0.000251858	0.00027799	0.000323703	0.000351557	0.000451634	0.000394235	0.000329345	0.000338298	0.000298015	0.000209164	0.000283143	0.000266983	0.000312368	0.000239181	0.000267731	0.000327772	0.000337969	0.000218579	0.000451106	0.000403039	0.000306317	0.000330475	0.000171139	0.000321739	0.000368802	0.000328585	0.000237718	0.000227355	0.000361477	0.000248194	0.000263303	0.000321606	0.000237424	0.000302943	0.000363062	0.000269259	0.000335284	0.000276539	0.00041069	0.000332352	0.000380978	0.000220793	0.000251355	0.000271878	0.000257079	0.00032828	0.000204888	0.000230267	0.000311278	0.000292929	0.000248784	0.000307719	0.000562813	0.000547763	0.000567834	0.000335462	0.000437167	0.000473928	0.000406566	0.000312168	0.00051797	0.000244242	0.000556903	0.000457562	0.000415726	0.000311328	0.000596349	0.000326195	0.00046668	0.000263964	0.000492631	0.000280824	0.000604932	0.000444878	0.00046816	0.000382346	0.000511966	0.000340996	0.000513576	0.000365479	0.000355729	0.00038923	0.000508731	0.000267327	0.000514572	0.00021083	0.000394807	0.000399359	0.000301633	0.000198072	0.000412255	0.000380805	0.000370607	0.000321901	0.000383911	0.000446296	0.000280793	0.000349054	0.000370179	0.000274754	0.000227191	0.000205274	0.000268356	0.000273716	0.000329211	0.000288705	0.000248443	0.000314946
K08217	0.000410321	0.000527746	0.000302465	0.000395842	0.000424221	0.000315425	0.000169156	0.000169274	0.000179887	0.00027909	0.000285194	0.000423488	0.000328099	0.00032541	0.000365816	0.000417259	0.00035678	0.00023903	0.000287802	0.000569817	0.000231794	0.000252312	0.000335885	0.000308778	0.000507268	0.000253977	0.000201602	0.000464905	0.000375029	0.000362488	0.000276285	0.000428514	0.000623232	0.000278083	0.000538807	0.000460604	0.000323953	0.000434399	0.000369135	0.000406715	0.000305676	0.000215201	0.00035797	0.00051488	0.000489748	0.00035088	0.00048221	0.000367471	0.000584916	0.000418981	0.000435979	0.000353944	0.000553341	0.000436465	0.000209811	0.000131645	0.00027606	0.000390433	0.000363996	0.000207752	0.000305929	0.000294484	0.000322289	0.000565368	0.000298093	0.000218644	0.000240611	0.000332611	0.000344891	0.000325618	0.000388685	0.000292902	0.000413798	0.000473522	0.000266036	0.000165598	0.000209096	0.000476085	0.000285284	0.000370524	0.000271857	0.000326332	0.000234728	0.000256905	0.000309725	0.000531578	0.000242949	0.000764578	0.000247746	0.000254036	0.000272419	0.000545145	0.00022693	0.000301457	0.000233351	0.000420586	0.000194652	0.000173176	0.000388628	0.000296756	0.000319247	0.000402822	0.000433803	0.000457783	0.000352994	0.000359894	0.000450414	0.00052277	0.000245192	0.000321951
K08191	0.0002111	0.000249178	0.000187054	0.000341633	0.000275394	0.000331042	0.000367882	0.000423028	0.000315109	0.000338371	0.000280506	0.000275706	0.000322101	0.000279885	0.000214248	0.000313747	0.000264115	0.000379456	0.000309794	0.000230684	0.000351344	0.000480262	0.000269434	0.000388233	0.000316839	0.00040923	0.000267403	0.00039147	0.000181504	0.000337623	0.000329142	0.000317693	0.000205837	0.000473415	0.000291603	0.000323065	0.000331761	0.000307841	0.000325246	0.000403611	0.000264328	0.000419504	0.000273623	0.000263077	0.000216989	0.000313114	0.00016336	0.000328009	0.000215419	0.000318544	0.000267634	0.000317586	0.000178977	0.000406585	0.00025038	0.000512568	0.000279641	0.000327626	0.000220811	0.000498586	0.000283955	0.000415424	0.000238594	0.000237468	0.000291325	0.000411676	0.000197136	0.000401899	0.000339239	0.000463979	0.00041388	0.000402125	0.000272612	0.000396382	0.00028227	0.000459653	0.000252616	0.000421471	0.000239147	0.000363612	0.000274609	0.000347307	0.000338656	0.000421736	0.00019907	0.000297829	0.000232724	0.000185108	0.000327235	0.000393429	0.000352715	0.000208365	0.000346943	0.000464329	0.000373765	0.00035689	0.000329421	0.000391653	0.000297737	0.000367855	0.000255578	0.000262066	0.000214878	0.000241911	0.000248093	0.000295907	0.000199585	0.000298354	0.000215716	0.000333595
K08177	9.59204E-05	0.000127991	9.26964E-05	0.000142082	0.000168325	0.000106532	5.20588E-05	5.79149E-05	6.45491E-05	0.000103201	0.000106012	0.000127861	9.7913E-05	0.000139083	0.000211105	0.000126155	0.000110526	9.71183E-05	0.000135811	0.000216321	8.70421E-05	0.000121359	0.000124916	0.00010393	0.000259826	0.000109885	9.73813E-05	0.000116377	0.000119859	0.000132884	0.000139591	0.000251666	0.000123732	0.000111475	0.000173157	0.00014401	0.000122353	0.00011635	0.000143745	0.00010003	0.000145839	9.69627E-05	0.000151066	0.000142154	0.000164285	0.000151957	0.000178752	8.71105E-05	0.00016639	0.000126046	0.000172407	9.07699E-05	0.000179275	0.000120266	0.000124333	7.62812E-05	9.6027E-05	0.000168147	0.000180772	7.4493E-05	0.000134992	0.000112151	0.00010977	0.000170321	8.9778E-05	0.000106302	0.000136873	0.000110821	7.58591E-05	0.000123706	0.000148922	6.86369E-05	0.000195892	8.52061E-05	5.33727E-05	0.000120463	0.000112345	8.24013E-05	8.38162E-05	0.000145755	5.51904E-05	7.85309E-05	0.000101272	9.24878E-05	0.000188173	0.00015208	4.23797E-05	0.000348524	0.000103976	6.56969E-05	9.05532E-05	0.000110133	0.000108637	8.92241E-05	0.000139426	0.000146959	0.000139525	8.84368E-05	0.000123455	8.87178E-05	9.83042E-05	7.65947E-05	0.000158729	0.000160612	0.000131527	0.000122283	0.000131164	0.000184781	0.000105182	0.000137318
K08156	0.000195453	0.000165972	0.000138992	0.0002263	0.00021183	0.000258923	0.00034022	0.00033521	0.000237686	0.000266202	0.000169241	0.000170124	0.000202092	0.00020542	0.000167177	0.000168865	0.000155642	0.000263376	0.000212564	0.000188427	0.000277311	0.000314067	0.000214762	0.000284451	6.55672E-05	0.000221184	0.000208706	0.000247111	0.000158317	0.000185932	0.00019617	0.000213196	0.00017639	0.000263932	0.000183057	0.000256652	0.000237815	0.000216918	0.000203908	0.000201975	0.000203405	0.000253784	0.000239674	0.000170672	0.000200329	0.000213101	0.000130392	0.000272727	0.000108249	0.000175272	0.000178483	0.00023233	0.000123727	0.000251353	0.000208656	0.000386484	0.000250012	0.000251739	0.000190014	0.000358599	0.000213594	0.000244508	0.000215214	0.000191702	0.000340381	0.000380987	0.000233901	0.00024333	0.000230949	0.00024401	0.000217499	0.000222996	0.000203963	0.000219501	0.000242532	0.000295931	0.000225527	0.00028473	0.000249304	0.000297905	0.00027836	0.00027732	0.000235985	0.000323848	0.000230905	0.000212336	0.000222611	0.000184917	0.0002456	0.000315516	0.000222997	0.000175233	0.000211362	0.000252541	0.000238565	0.000255114	0.000271429	0.000366935	0.000180538	0.000298669	0.000260593	0.000225698	0.000143523	0.000171027	0.000162582	0.000233335	0.000254623	0.000212961	0.000179274	0.000244902
K08138	0.00018219	0.000161543	9.12217E-05	0.000210187	0.000195852	0.000286161	0.000276173	0.000296041	0.000211449	0.000257747	0.000143835	0.000163281	0.000184736	0.000202684	0.000127213	0.000181368	0.000147507	0.000251648	0.000174619	0.000178759	0.000239489	0.000291214	0.000190027	0.000284268	5.23337E-05	0.000204979	0.00017397	0.000236326	0.000128692	0.000190158	0.000166012	0.000210158	0.000137332	0.000248811	0.000160471	0.000260006	0.000206996	0.000218125	0.000181889	0.000191074	0.000106949	0.000213751	0.000183611	0.000152884	9.16977E-05	0.000208196	0.000107098	0.000241562	9.90021E-05	0.000145896	0.000134809	0.000213981	0.000111912	0.000245598	0.000216762	0.000409413	0.000219849	0.000248199	0.000180104	0.000355024	0.000194989	0.000234274	0.000187895	0.000180341	0.000222212	0.000373465	0.000154153	0.000213869	0.000242598	0.000236323	0.000227417	0.00020998	0.000210646	0.000209933	0.000244933	0.000300569	0.000193898	0.000290456	0.00019251	0.00027868	0.000293758	0.000250514	0.000178968	0.00029689	0.000190271	0.000213911	0.000194221	0.00015406	0.000174358	0.000289332	0.000200943	0.000163692	0.000177225	0.000249942	0.000209727	0.000230467	0.00021035	0.000351846	0.000132932	0.000283188	0.0002021	0.000223531	0.000103826	0.000167478	0.000121966	0.000221362	0.000173184	0.00019935	0.000150349	0.000252164
K08082	0.000253455	0.000174038	0.000163587	0.000232741	0.000283238	0.000462176	0.000464341	0.000418419	0.000325684	0.00025212	0.000267746	0.000234354	0.000288829	0.000170428	0.000194083	0.000218672	0.000246905	0.000251669	0.000237727	0.000143851	0.000438904	0.000456003	0.000308999	0.000490998	0.000151229	0.000209389	0.000336023	0.000295423	0.000175923	0.000262348	0.000336058	0.000237628	0.000234997	0.000396537	0.000259326	0.000227802	0.000388261	0.000254345	0.000259858	0.000247671	0.000246187	0.000280992	0.000347253	0.000219522	0.000166514	0.000329022	0.00019358	0.000305347	0.000181089	0.000258728	0.000240131	0.000380566	0.000210893	0.000281965	0.000406008	0.00045339	0.000352089	0.00034878	0.000274114	0.000453837	0.00022877	0.000317039	0.000345303	0.000279855	0.000312204	0.000338326	0.000208919	0.000284057	0.000368587	0.000331456	0.000227754	0.000264516	0.000300096	0.000250893	0.000408846	0.000359236	0.000310701	0.000418479	0.000364694	0.000317898	0.000369406	0.00034551	0.000318943	0.000366703	0.00034124	0.000291217	0.000329421	0.000120399	0.000281588	0.000321865	0.000309755	0.000237293	0.000368823	0.000265101	0.000332433	0.000263921	0.000395624	0.000358524	0.000225142	0.000291789	0.000233303	0.000155735	0.000166737	0.000265461	0.000219301	0.000368222	0.000224172	0.00029684	0.000191156	0.000265116
K07979	0.001389601	0.001756575	0.001370834	0.00138543	0.001292841	0.001197324	0.001016906	0.000916418	0.000857433	0.001156021	0.001209294	0.001474015	0.001352496	0.001117576	0.001450105	0.00146447	0.001449563	0.001136969	0.001177948	0.001527891	0.001090666	0.000948435	0.001252068	0.001268059	0.001620098	0.001176953	0.001191284	0.001312613	0.001186286	0.001362157	0.001250682	0.001462028	0.001478954	0.001171483	0.00173527	0.001384004	0.001332881	0.001372851	0.00131118	0.001430228	0.0011331	0.001084672	0.001313406	0.001376636	0.001491148	0.001408634	0.00162859	0.001238684	0.001704038	0.001515395	0.00148064	0.00136787	0.001753764	0.001111712	0.000985333	0.000962513	0.000923822	0.001250158	0.001126664	0.000981104	0.001139133	0.001300422	0.001126065	0.001797839	0.000949208	0.000884314	0.000767798	0.001238224	0.001049252	0.001148713	0.000875565	0.001211476	0.001181968	0.001247385	0.000927936	0.000988468	0.000877471	0.001186494	0.000992305	0.001457752	0.000712186	0.001301214	0.00105716	0.001092532	0.00103644	0.001654906	0.000830206	0.001140731	0.001141532	0.001117517	0.001118951	0.001686462	0.001038096	0.001046008	0.001144355	0.001338435	0.001201053	0.000935968	0.001425395	0.001267482	0.001108495	0.001361312	0.001615094	0.00162461	0.001316921	0.001545344	0.001575169	0.00156434	0.001018103	0.001242196
K07816	0.000469276	0.000504032	0.000287231	0.000313278	0.000303937	0.000312158	0.000125493	0.000139137	0.00016861	0.000344139	0.000276551	0.000436164	0.000451318	0.000424471	0.000459539	0.000558173	0.000355812	0.000292249	0.000283255	0.000567229	0.000158914	0.000224495	0.00026421	0.000239567	0.000448163	0.000285481	0.000203746	0.000334592	0.000278138	0.000250897	0.000281953	0.000520176	0.000366649	0.000214156	0.000362049	0.000354083	0.00020249	0.000306053	0.000337384	0.000300601	0.000274251	0.000278108	0.000349464	0.000399093	0.000427592	0.000413135	0.000425353	0.000361804	0.000406201	0.000322495	0.000362209	0.000267346	0.000396047	0.000321377	0.000205817	0.000126795	0.000206196	0.000294175	0.000333871	0.000179222	0.000324638	0.000338438	0.000228065	0.000437455	0.000203502	0.000194925	0.000230962	0.000319584	0.000165665	0.000260426	0.00021257	0.00034272	0.000318239	0.000298707	0.000175594	0.00028274	0.000162095	0.000247383	0.000153549	0.000333422	0.000179551	0.000252753	0.000235568	0.000166302	0.000203904	0.000421375	0.000125435	0.000704778	0.000299555	0.000233971	0.000245637	0.000476226	0.00019677	0.000236281	0.000254151	0.000379771	0.000227264	0.000160486	0.000355312	0.000347757	0.000229089	0.000452651	0.000453769	0.000520241	0.000349359	0.000447898	0.000398131	0.000397526	0.000297803	0.000436577
K07814	0.000617151	0.001055242	0.000606535	0.000820832	0.000532089	0.000669373	0.000254999	0.000228575	0.000313529	0.000366188	0.00063167	0.000877778	0.000627953	0.000483795	0.00103544	0.000693757	0.000708133	0.000654098	0.000574315	0.001067706	0.000368212	0.000197707	0.000616082	0.00052061	0.001189057	0.000715168	0.000560345	0.00069736	0.000481212	0.000449669	0.000566068	0.001144658	0.00072354	0.000439866	0.000939388	0.000716903	0.000407322	0.000703929	0.000667021	0.000678427	0.000617252	0.000394565	0.000684411	0.00101486	0.000942609	0.000741824	0.0008281	0.000554977	0.000981549	0.000760861	0.000844301	0.000523775	0.000983572	0.000476182	0.000394711	0.000213644	0.000491708	0.000571791	0.000576739	0.000300394	0.000525527	0.000779331	0.000399695	0.001022572	0.000255148	0.000235819	0.000395574	0.00063625	0.000285597	0.000548329	0.000270398	0.000582715	0.000409984	0.000680001	0.000315244	0.000410841	0.000363333	0.000413598	0.000430444	0.000813465	0.00023745	0.000562708	0.000391828	0.000447785	0.000409692	0.000993804	0.000282239	0.000478034	0.000415684	0.000536639	0.000600724	0.001028311	0.000380095	0.000507072	0.000471048	0.000762154	0.000408841	0.000295426	0.000631214	0.000525409	0.000556169	0.000634781	0.001066508	0.000963342	0.00071254	0.0007218	0.001015742	0.000924742	0.000446665	0.00060375
K07813	0.00034437	0.000289417	0.000192855	0.00018825	7.05514E-05	0.00015857	0.000194953	0.000248362	0.000237476	0.000225145	0.000183661	0.00035032	0.000257251	0.000139728	0.000232858	0.000202704	0.000239116	0.000208894	0.000143444	0.000278044	9.7892E-05	4.85446E-05	0.000141098	0.000179045	0.000226781	0.0001843	0.000190913	0.000138631	0.000204744	0.000149953	0.0001922	0.000241243	0.0002704	0.000108213	0.000271176	0.000162059	0.000134544	0.000107286	0.000215459	0.000273049	0.000121076	0.000171299	0.000201836	0.000217737	0.00035595	0.000165597	0.000195373	0.000201962	0.000388904	0.000247164	0.000263568	0.000201609	0.000245541	0.000105097	1.33478E-05	9.17229E-05	3.12797E-05	0.000195325	6.20237E-06	4.49442E-05	2.809E-05	0.00015231	3.55948E-05	0.000199233	5.81319E-05	0.000100855	4.12814E-05	0.000153456	1.1154E-05	7.57206E-05	6.90794E-06	0.000310876	3.04606E-05	0.000116283	1.7395E-05	7.60724E-05	7.34383E-06	0.00015957	3.97332E-05	0.000190079	0.000203968	0.000176872	0.000163938	0.000103443	1.70454E-05	0.000212926	1.2159E-05	0.000179917	0.00019851	0.00022128	0.000141641	0.000266838	6.68518E-05	5.83884E-05	0.000130255	0.000147497	0.0001155	0.000112571	0.000349813	0.000270697	0.000120335	0.000206318	0.000287107	0.000373153	0.000242829	0.000328973	0.000222896	0.000223839	0.000226657	0.000212273
K07787	0.000130741	7.32375E-05	0.000176754	9.32388E-05	0.000177842	0.000186834	0.000194206	0.000166978	0.000277907	0.00018124	0.000144266	7.27238E-05	0.00011308	0.00018023	0.000129928	0.000113225	0.00011598	0.000223794	0.00012295	9.59794E-05	0.000194089	0.000188484	9.52344E-05	0.000106721	0.000127603	0.00020632	0.000154761	0.000109152	0.000269381	0.000123876	0.000217153	6.01557E-05	8.83964E-05	0.000117741	8.04465E-05	0.000111624	0.00015051	0.000127964	0.000161385	0.000100906	0.000211345	0.000198001	0.000172996	9.28188E-05	7.93344E-05	8.47636E-05	0.000131927	0.000128559	0.000127676	0.00010669	0.000183207	0.000136195	0.000115524	0.000169011	0.000452338	0.000255963	0.000416624	0.000122738	0.000330026	0.000193049	0.000261762	0.000129952	0.000382502	8.11932E-05	0.000388408	0.000243799	0.000402563	0.000123593	0.000436442	0.000119836	0.000424471	9.52558E-05	0.000361217	9.23434E-05	0.000465247	0.000276687	0.00045133	0.000138163	0.000345563	5.71684E-05	0.0003953	0.00018418	0.00012686	0.0001178	0.000413348	0.000141232	0.000406924	0.000104115	0.000158015	0.000194023	0.000152028	7.1305E-05	0.000207274	0.000190201	0.000163737	0.000126586	0.000168277	0.000199237	0.000112529	0.000112269	0.000159777	0.000124204	8.72468E-05	8.12982E-05	0.000162944	6.81789E-05	0.000121823	0.000179122	0.000267339	0.000225425
K07776	0.000690938	0.001053424	0.000653032	0.000705523	0.00053536	0.000592812	0.000303091	0.000376557	0.000321886	0.000620168	0.000662911	0.000722217	0.000731422	0.000615579	0.000796682	0.00082841	0.000615387	0.000471179	0.000513097	0.000903215	0.000428467	0.000339362	0.00049628	0.000481018	0.001132861	0.000620953	0.000395533	0.000632652	0.000502	0.000595125	0.000629553	0.001077688	0.000990305	0.000467716	0.000913576	0.000688762	0.000526684	0.000801625	0.000561376	0.000674929	0.000565048	0.000494175	0.000532799	0.000867674	0.001003694	0.000840348	0.000872695	0.000671883	0.000923807	0.000816817	0.000687227	0.000493101	0.000630215	0.000525603	0.00023149	0.000268028	0.000320971	0.000528465	0.000336054	0.000311717	0.000446419	0.000538113	0.000361569	0.00085003	0.000242714	0.000272723	0.000265188	0.000622691	0.000254413	0.000527019	0.000485269	0.000656213	0.000374819	0.000594991	0.000284071	0.000334216	0.000234393	0.000523322	0.000338265	0.000633759	0.000318087	0.000496824	0.000430631	0.000416044	0.000355902	0.000653942	0.000207315	0.000547471	0.000444745	0.000494428	0.000550972	0.001046958	0.000388181	0.000532062	0.000475104	0.000689804	0.000437725	0.000332231	0.000882575	0.000700785	0.000555625	0.000769013	0.000992138	0.000732267	0.000789989	0.000743747	0.000659207	0.000730335	0.000508348	0.000627415
K07775	0.00047748	0.000658188	0.000620328	0.000558752	0.000483992	0.000371209	0.000340829	0.000283189	0.000250453	0.000354663	0.000544801	0.000541541	0.000554042	0.000402926	0.000544111	0.000557358	0.000602251	0.000538293	0.00045329	0.00059177	0.000278932	0.000204749	0.000564515	0.000419466	0.000656806	0.000413778	0.000394748	0.000396776	0.000394938	0.000457875	0.000389133	0.00050468	0.000476132	0.000323571	0.000657242	0.000496667	0.00039825	0.000505808	0.000419039	0.000437865	0.000369177	0.000382689	0.000440852	0.000542426	0.000584822	0.000477663	0.000640827	0.000436321	0.00061378	0.000504284	0.00052436	0.000471176	0.000602392	0.000368075	0.000301727	0.000231465	0.00028774	0.000358053	0.000401686	0.000217534	0.000430057	0.000462004	0.000383052	0.000646385	0.000269766	0.000193832	0.000265718	0.000511426	0.000268887	0.000394361	0.000498805	0.000457766	0.000362845	0.00045496	0.000198267	0.000293155	0.000266501	0.000199906	0.000348016	0.000522895	0.000250683	0.000381553	0.000437569	0.000352545	0.000304594	0.00056456	0.000306171	0.000505251	0.000365639	0.000381515	0.000428475	0.000748497	0.000383319	0.000356949	0.000365012	0.000483744	0.000379926	0.000283603	0.000618535	0.000416112	0.000432519	0.000607942	0.000705778	0.00067115	0.000526745	0.000527244	0.000575272	0.000484593	0.00032867	0.000429765
